Username,Judul,Tipe Koleksi,Tanggal Dipinjam,Harus Kembali,Status Pengembalian
pascasarjana,Fikih Jalan Tengah: Dialektika Hukum Islam dan Masalah-masalah Masyarakat Modern,Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,Islamic human rights and international law,Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,Hak Asasi Manusia : dalam hukum nasional dan internasional,Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,Sejarah Peradaban Islam,Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,Falsafat dan mistisisme dalam Islam,Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,Teologi Islam: aliran-aliran sejarah analisa perbandingan,Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,Sejarah peradaban Islam,Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,Sejarah Peradaban Islam,Buku Teks,3/16/2022,3/23/2022,Sudah Kembali
pascasarjana,Unsur-unsur budaya dalam amsal,Tesis,3/15/2022,3/22/2022,Sudah Kembali
pascasarjana,Hadis-hadis tentang kecintaan Allah kepada hamba-Nya dalam kutub al-Sittah,Tesis,3/15/2022,3/22/2022,Sudah Kembali
pascasarjana,Konstruk Metodologi Nahwu Abu Hayyan Al-Andalusi,Disertasi,3/15/2022,3/22/2022,Sudah Kembali
,Paradigma Pendidikan Islam,Buku Teks,3/14/2022,3/21/2022,Sudah Kembali
,Multicultural citizenship,Buku Teks,3/14/2022,3/21/2022,Sudah Kembali
,an introduction to multicultural education,Buku Teks,3/14/2022,3/21/2022,Sudah Kembali
,Dinamika Pendidikan Agama di Sekolah: pengalaman dari lapangan,Buku Teks,3/14/2022,3/21/2022,Sudah Kembali
,Cerita Sukses Pendidikan Multikultural Di Indonesia,Buku Teks,3/14/2022,3/21/2022,Sudah Kembali
,Dimensi radikalisme dalam penafsiran Ibn Taimiyah,Disertasi,3/14/2022,3/21/2022,Sudah Kembali
,Pendidikan Berwawasan Multikulturan Dalam Pengembangan Keberagamaan Integral,Tesis,3/14/2022,3/21/2022,Sudah Kembali
pascasarjana,"Women, Family, and Gender in Islamic Law",Buku Teks,3/14/2022,3/28/2022,Sudah Kembali
pascasarjana,Inroduction to Islamic law,Buku Teks,3/14/2022,3/28/2022,Sudah Kembali
pascasarjana,"Personal law in Islamic countries : history, text and comparative analysis",Buku Teks,3/14/2022,3/28/2022,Sudah Kembali
pascasarjana,Islamic law in contemporary Indonesia: ideas and institutions,Buku Teks,3/14/2022,3/28/2022,Sudah Kembali
pascasarjana,modernization of islamic law of contract: a study of abd al-razzaq al-sanhuris masadir al-haqq fi al-fiqh al-islami,Buku Teks,3/14/2022,3/28/2022,Sudah Kembali
,Para Pembaharu Pemikiran Dan Gerakan Islam Asia Tenggara,Buku Teks,3/14/2022,3/21/2022,Sudah Kembali
,Rekonstruksi Pemikiran Nurcholis Madjid,Buku Teks,3/14/2022,3/21/2022,Sudah Kembali
,Pembaharuan dalam Islam: sejarah pemikiran dan gerakan,Buku Teks,3/14/2022,3/21/2022,Sudah Kembali
,psikologi sosial,Buku Teks,3/11/2022,3/18/2022,Sudah Kembali
,On Social Phychology,Buku Teks,3/11/2022,3/18/2022,Sudah Kembali
,Social Intelligence : The New Science of Human Relationship,Buku Teks,3/11/2022,3/18/2022,Sudah Kembali
,Psikologi Sosial,Buku Teks,3/11/2022,3/18/2022,Sudah Kembali
pascasarjana,Sistem Manajemen Komunikasi,Buku Teks,3/11/2022,3/18/2022,Sudah Kembali
pascasarjana,"Komunikasi Intrapribadi: Integrasi Komunikasi Spiritual, Komunikasi Islam, dan Komunikasi Lingkungan",Buku Teks,3/11/2022,3/18/2022,Sudah Kembali
pascasarjana,,Buku Teks,3/11/2022,3/18/2022,Sudah Kembali
pascasarjana,Konotasi nahwu aiurrumiyyah signifikansinya terhadap teori sastra Arab dan tradisi ekspresif para sufi,Disertasi,3/10/2022,3/17/2022,Sudah Kembali
pascasarjana,"Kapitlisme dan teori sosial modern : suatu analisis karya tulis Marx, Durkheim dan Max Weber",Buku Teks,3/9/2022,3/16/2022,Sudah Kembali
pascasarjana,Ecstasy gaya hidup: kebudayaan pop dalam masyarakat Indonesia,Buku Teks,3/9/2022,3/16/2022,Sudah Kembali
,Ekonomi Islam : teori dan praktek,Buku Teks,3/9/2022,3/16/2022,Sudah Kembali
,Keadilan dan demokrasi : telaah filsafat politik John Rawls,Buku Teks,3/9/2022,3/16/2022,Sudah Kembali
,Pembangunan sosial; persepektif pembangunan dalam kesejahteraan sosial,Buku Teks,3/9/2022,3/16/2022,Sudah Kembali
,Sistem Ekonomi Islam : prinsip dasar,Buku Teks,3/9/2022,3/16/2022,Sudah Kembali
,Doktrin ekonomi Islam jilid 1,Buku Teks,3/9/2022,3/16/2022,Sudah Kembali
,"Ekonomi Islam, Kelembagaan, dan Konteks Keindonesiaan : Dari Poitik Makro Ekonomi Hingga Realisasi Mikro",Buku Teks,3/9/2022,3/16/2022,Sudah Kembali
,Sharia & Constitional Refform in Indonesia,Buku Teks,3/9/2022,3/16/2022,Sudah Kembali
,Fiqh siyasah; implementasi kemaslahatan umat dalam rambu-rambu syariah,Buku Teks,3/9/2022,3/16/2022,Sudah Kembali
,"Toward an Islamic reformation: civil liberties, human rigghts, and international law",Buku Teks,3/9/2022,3/16/2022,Sudah Kembali
,"""Fikih Responsif Dinamika Integrasi Ilmu Hukum, Hukum Ekonomi dan Hukum Keluarga Islam""",Buku Teks,3/9/2022,3/16/2022,Sudah Kembali
,Filsafat hukum Islam,Buku Teks,3/9/2022,3/16/2022,Sudah Kembali
pascasarjana,talim wa talim al-lughah al arabiyah wa tsaqa....,Buku Teks,3/8/2022,3/15/2022,Sudah Kembali
pascasarjana,Revolusi Metodologi Pembelajaran Bahasa Arab pendekatan komunikatif ke pendekatan kambiumi,Buku Teks,3/8/2022,3/15/2022,Sudah Kembali
pascasarjana,Bahasa Arab Dan Metode Pengajarannya,Buku Teks,3/8/2022,3/15/2022,Sudah Kembali
pascasarjana,Dasar-Dasar Pendidikan,Buku Teks,3/8/2022,3/15/2022,Sudah Kembali
pascasarjana,Perencanaan Pembelajaran : Mengembangkan standar kompetensi guru,Buku Teks,3/8/2022,3/15/2022,Sudah Kembali
pascasarjana,Belajar dan Pembelajaran,Buku Teks,3/8/2022,3/15/2022,Sudah Kembali
,Para Pembaharu Pemikiran Dan Gerakan Islam Asia Tenggara,Buku Teks,3/8/2022,3/15/2022,Sudah Kembali
,Rekonstruksi Pemikiran Nurcholis Madjid,Buku Teks,3/8/2022,3/15/2022,Sudah Kembali
,Pembaruan Pemikiran Islam,Buku Teks,3/8/2022,3/15/2022,Sudah Kembali
,Pembaharuan dalam Islam: sejarah pemikiran dan gerakan,Buku Teks,3/8/2022,3/15/2022,Sudah Kembali
pascasarjana,Model Pendidikan Karakter di Perguruan Tinggi Islam,Disertasi,3/7/2022,3/14/2022,Sudah Kembali
,Manajemen pendidikan terpadu Pondok Pesantren dan Perguruan Tinggi: studi multisitus di Ma'had Dalwa Bangil dan Pondok Ngalah Purwosari Pasuruan,Disertasi,3/7/2022,3/14/2022,Sudah Kembali
,Dimensi radikalisme dalam penafsiran Ibn Taimiyah,Disertasi,3/7/2022,3/14/2022,Sudah Kembali
pascasarjana,Hijrah Selebritas: mengapa Salafi dan Jamaah Tabligh,Disertasi,3/7/2022,3/14/2022,Sudah Kembali
pascasarjana,Al-quran dan kodrat perempuan: sebuah tawaran pembacaan metodologis atas realitas masyarakat,Buku Teks,3/4/2022,3/11/2022,Sudah Kembali
pascasarjana,Kodrat perempuan dalam Islam,Buku Teks,3/4/2022,3/11/2022,Sudah Kembali
pascasarjana,Akulturasi Nilai - Nilai Persaudaraan Islam Model Dayah Aceh,Buku Teks,3/4/2022,3/11/2022,Sudah Kembali
pascasarjana,Pembelajaran bahasa Arab berbasis multiple intelligences : studi kasus di pondok pesantren Darul Muttaqien Bogor,Disertasi,3/2/2022,3/9/2022,Sudah Kembali
pascasarjana,"Filsafat Pendidikan Islam : Integrasi Jasmani , Rohani dan Kalbu Memanusiakan Manusia",Buku Teks,3/2/2022,3/9/2022,Sudah Kembali
pascasarjana,Filsafat pendidikan Islam,Buku Teks,3/2/2022,3/9/2022,Sudah Kembali
pascasarjana,"Filsafat pendidikan Islam : pendekatan histories, teoritis dan praktis",Buku Teks,3/2/2022,3/9/2022,Sudah Kembali
pascasarjana,Nuansa baru pendidikan Islam: mengurai benang kusut dunia pendidikan,Buku Teks,3/2/2022,3/9/2022,Sudah Kembali
pascasarjana,Filsafat pendidikan: perspektif Islam dan umum,Buku Teks,3/2/2022,3/9/2022,Sudah Kembali
,Pembaharuan Dan Faham Keagamaan Di Kalangan Generasi Muda Perti,Tesis,3/2/2022,3/9/2022,Sudah Kembali
pascasarjana,Arkeologi islam nusantara,Buku Teks,3/2/2022,3/9/2022,Sudah Kembali
pascasarjana,Hijrah Selebritas: mengapa Salafi dan Jamaah Tabligh,Disertasi,3/2/2022,3/9/2022,Sudah Kembali
,Ekonomi Islam : teori dan praktek,Buku Teks,3/2/2022,3/9/2022,Sudah Kembali
,Keadilan dan demokrasi : telaah filsafat politik John Rawls,Buku Teks,3/2/2022,3/9/2022,Sudah Kembali
,Pembangunan sosial; persepektif pembangunan dalam kesejahteraan sosial,Buku Teks,3/2/2022,3/9/2022,Sudah Kembali
,Sistem Ekonomi Islam : prinsip dasar,Buku Teks,3/2/2022,3/9/2022,Sudah Kembali
,Doktrin ekonomi Islam jilid 1,Buku Teks,3/2/2022,3/9/2022,Sudah Kembali
,"Ekonomi Islam, Kelembagaan, dan Konteks Keindonesiaan : Dari Poitik Makro Ekonomi Hingga Realisasi Mikro",Buku Teks,3/2/2022,3/9/2022,Sudah Kembali
,Sharia & Constitional Refform in Indonesia,Buku Teks,3/2/2022,3/9/2022,Sudah Kembali
,Fiqh siyasah; implementasi kemaslahatan umat dalam rambu-rambu syariah,Buku Teks,3/2/2022,3/9/2022,Sudah Kembali
,"Toward an Islamic reformation: civil liberties, human rigghts, and international law",Buku Teks,3/2/2022,3/9/2022,Sudah Kembali
,"""Fikih Responsif Dinamika Integrasi Ilmu Hukum, Hukum Ekonomi dan Hukum Keluarga Islam""",Buku Teks,3/2/2022,3/9/2022,Sudah Kembali
,Filsafat hukum Islam,Buku Teks,3/2/2022,3/9/2022,Sudah Kembali
,Manajemen pendidikan terpadu Pondok Pesantren dan Perguruan Tinggi: studi multisitus di Ma'had Dalwa Bangil dan Pondok Ngalah Purwosari Pasuruan,Disertasi,3/2/2022,3/9/2022,Sudah Kembali
pascasarjana,Sosiologi Perubahan Sosial,Buku Teks,3/2/2022,3/9/2022,Sudah Kembali
pascasarjana,akulturasi islam dan budaya melayu: studi tentang ritus siklus kehidupan orang melayu di pelalawan provinsi riau,Buku Teks,3/1/2022,3/8/2022,Sudah Kembali
21191200000022,al-Wijhah al-Majaziyyah wa Jamaliyyat al-Khayal fi al-Qissoh al-Nabawiyyah: Dirasah Balaghiyyah fi Mawlid al-Barzanji,Tesis,3/1/2022,3/8/2022,Sudah Kembali
21191200000022,Al-Ittijah as-Sufi fi an-Nahwi al-'Arabi: Dirasah Hermeneutiqiyyah fi Kitab al-Futuhat al-Qudusiyyah li Ibn Ujaibah,Tesis,3/1/2022,3/8/2022,Sudah Kembali
pascasarjana,Puitisasi Terjemahan Al-Qur'an : studi analisis terjemahan al-Qur'an bersajak bahasa arab,Tesis,4/28/2022,5/5/2022,Sudah Kembali
pascasarjana,Multicultural citizenship,Buku Teks,4/28/2022,5/5/2022,Sudah Kembali
pascasarjana,"Agama dan konflik Sosial : Studi kerukunan umat beragama, radikalisme, dan konflik antarumat beragama",Buku Teks,4/28/2022,5/5/2022,Sudah Kembali
pascasarjana,Communal conflicts in contemporary Indonesia,Buku Teks,4/28/2022,5/5/2022,Sudah Kembali
pascasarjana,Conflict resolution theory and practice: integration and application,Buku Teks,4/28/2022,5/5/2022,Sudah Kembali
pascasarjana,"Contemporary Conflict resolution : the prevention, management and transformation of deadly conflicts",Buku Teks,4/28/2022,5/5/2022,Sudah Kembali
pascasarjana,"Resolusi konflik berbasis teologi bakubae: studi konflik ambon, 1999-2002",Disertasi,4/28/2022,5/5/2022,Sudah Kembali
pascasarjana,Amar dalam surah al-Baqarah : suatu analisis semantik dengan pendekatan ilmu ma'ani,Tesis,4/28/2022,5/5/2022,Sudah Kembali
pascasarjana,Perbedaan Qiraat dan Pemaknaan Anilis Semantik-Gramatikal Dalam al-Qur'an,Tesis,4/28/2022,5/5/2022,Sudah Kembali
pascasarjana,Raqabah Dalam al-Quran Analisis Semantik Toshihiko Izutsu dan Hermenuetika H.G Gadamer,Tesis,4/28/2022,5/5/2022,Sudah Kembali
pascasarjana,Semantik kontekstual dan Hadits Mikhtalif al-Riwayah,Tesis,4/28/2022,5/5/2022,Sudah Kembali
pascasarjana,Pemikiran semantik Jalal al-Din al-Suyuti : kajian kitab al-Muzhir,Tesis,4/27/2022,5/4/2022,Sudah Kembali
,Case study research and applications design and methods,Buku Teks,4/27/2022,5/4/2022,Sudah Kembali
,Metode penelitian kombinasi: mixed methods,Buku Teks,4/27/2022,5/4/2022,Sudah Kembali
,Metode Penelitian Hukum,Buku Teks,4/27/2022,5/4/2022,Sudah Kembali
pascasarjana,Asbabul wurud; latar belakang historis timbulnya hadits-hadits rasul,Buku Teks,4/27/2022,5/4/2022,Sudah Kembali
pascasarjana,Melacak hadis nabi SAW: cara cepat mencari hadis dari manual hingga digital,Buku Teks,4/27/2022,5/4/2022,Sudah Kembali
,Mixed methods research for nursing and the health sciences,Buku Teks,4/26/2022,5/3/2022,Sudah Kembali
,Metode Riset Kuantitatif: Teori dan Aplikasi pada Penelitian Bidang Manajemen dan Ekonomi Islam,Buku Teks,4/26/2022,5/3/2022,Sudah Kembali
,Metode penelitian kombinasi: mixed methods,Buku Teks,4/26/2022,5/3/2022,Sudah Kembali
,Komunikasi Politik,Buku Teks,4/22/2022,4/29/2022,Belum Kembali
,Komunikasi Politik Pada Era Multimedia,Buku Teks,4/22/2022,4/29/2022,Belum Kembali
,Sastera dan budaya kedaerahan dalam keindonesiaan,Buku Teks,4/22/2022,4/29/2022,Belum Kembali
pascasarjana,Pengelolaan pendidikan dari teori menuju implementasi,Buku Teks,4/22/2022,4/29/2022,Sudah Kembali
pascasarjana,Kepemimpinan kepala sekolah,Buku Teks,4/22/2022,4/29/2022,Sudah Kembali
pascasarjana,Manajemen administrasi & organisasi pendidikan,Buku Teks,4/22/2022,4/29/2022,Sudah Kembali
pascasarjana,Pendidkan multikultural konsep dan aplikasi,Buku Teks,4/22/2022,4/29/2022,Sudah Kembali
pascasarjana,Kontestasi nalar dalam periwayatan dan kodifikasi hadis,Disertasi,4/22/2022,4/29/2022,Sudah Kembali
pascasarjana,Kontroversi bacaan al-Qur'an langgam Nusantara: studi fonologi bahasa Arab segmental dan suprasegmental,Disertasi,4/22/2022,4/29/2022,Sudah Kembali
pascasarjana,Metode Penelitan Survai,Buku Teks,4/21/2022,4/28/2022,Sudah Kembali
pascasarjana,"Islam kepemimpinan perempuan, dan seksualitas",Buku Teks,4/21/2022,4/28/2022,Sudah Kembali
pascasarjana,Kembang peradaban: citra wanita di mata para penulis biografi muslim : Women in Islamic biographical Collection from Ibn Sad to whos who,Buku Teks,4/21/2022,4/28/2022,Sudah Kembali
,Politik Pendidikan Islam: analisis kebijakan pendidikan Islam di Indonesia Pasca orde baru,Buku Teks,4/20/2022,4/27/2022,Sudah Kembali
,Pengantar Teori dan Aplikasi Pengembangan Kurikulum PAI,Buku Teks,4/20/2022,4/27/2022,Sudah Kembali
,Sejarah pendidikan Islam,Buku Teks,4/20/2022,4/27/2022,Sudah Kembali
,Sejarah sosial pendidikan Islam,Buku Teks,4/20/2022,4/27/2022,Sudah Kembali
pascasarjana,Sejarah Peradaban Islam,Buku Teks,4/20/2022,4/27/2022,Sudah Kembali
pascasarjana,"Pergolakan Politik Islam: dari fundamentalisme, modernisme hingga post-modernisme",Buku Teks,4/20/2022,4/27/2022,Sudah Kembali
pascasarjana,Civil society in the Middle East Vol. II,Buku Teks,4/20/2022,4/27/2022,Sudah Kembali
pascasarjana,Sejarah politik islam,Buku Teks,4/20/2022,4/27/2022,Sudah Kembali
pascasarjana,Diskursus politik Islam,Buku Teks,4/20/2022,4/27/2022,Sudah Kembali
pascasarjana,Ulama & Kekuasaan: pergumulam elite muslim dalam sejaran Indonesia,Buku Teks,4/20/2022,4/27/2022,Sudah Kembali
,Panduan Integrasi Nilai Multikultur Dalam Pendidikan Agama Islam Pada SMA dan SMK,Buku Teks,4/20/2022,4/27/2022,Sudah Kembali
pascasarjana,Islam Syiah Asal Usul Dan Perkembangannya,Buku Teks,4/20/2022,4/27/2022,Sudah Kembali
pascasarjana,Asl al-Shiah wa usuluha,Buku Teks,4/20/2022,4/27/2022,Sudah Kembali
pascasarjana,Islam mazhab pemikiran dan aksi,Buku Teks,4/20/2022,4/27/2022,Sudah Kembali
pascasarjana,A History of Shii Islam,Buku Teks,4/20/2022,4/27/2022,Sudah Kembali
pascasarjana,Sunnah-Syiah bergandengan tangan! Mungkinkah?: kajian atas konsep ajaran dan pemikiran,Buku Teks,4/20/2022,4/27/2022,Sudah Kembali
pascasarjana,sunnah syiah Bergandengantangan ! Mungkinkah?,Buku Teks,4/20/2022,4/27/2022,Sudah Kembali
pascasarjana,Asbabul wurud; latar belakang historis timbulnya hadits-hadits rasul,Buku Teks,4/20/2022,4/27/2022,Sudah Kembali
pascasarjana,Melacak hadis nabi SAW: cara cepat mencari hadis dari manual hingga digital,Buku Teks,4/20/2022,4/27/2022,Sudah Kembali
pascasarjana,"religion, Politics and Good Governance",Buku Teks,4/19/2022,4/26/2022,Belum Kembali
pascasarjana,Civil society and political change in Asia : expanding and contracting democratic space,Buku Teks,4/19/2022,4/26/2022,Belum Kembali
pascasarjana,Religion and social theory,Buku Teks,4/19/2022,4/26/2022,Belum Kembali
,Dimensi radikalisme dalam penafsiran Ibn Taimiyah,Disertasi,4/18/2022,4/25/2022,Sudah Kembali
,Radikalisme dalam literatur tafsir: kajian atas tafsir fi Zilalil Quran dan Tafhimul Qur'an,Tesis,4/18/2022,4/25/2022,Sudah Kembali
pascasarjana,Manhaj al-Mufassir : al-Qism al-Awal al-tafsir Fi Asr al-Sahabah,Buku Teks,4/18/2022,4/25/2022,Sudah Kembali
pascasarjana,Perang Terminologi : Islam versus Barat,Buku Teks,4/18/2022,4/25/2022,Sudah Kembali
pascasarjana,Women in Islam: from medieval to modern times,Buku Teks,4/14/2022,4/21/2022,Sudah Kembali
pascasarjana,"Islam kepemimpinan perempuan, dan seksualitas",Buku Teks,4/14/2022,4/21/2022,Sudah Kembali
pascasarjana,Studi ilmu-ilmu al-Quran 3,Buku Teks,4/14/2022,4/21/2022,Sudah Kembali
pascasarjana,Kembang peradaban: citra wanita di mata para penulis biografi muslim : Women in Islamic biographical Collection from Ibn Sad to whos who,Buku Teks,4/14/2022,4/21/2022,Sudah Kembali
pascasarjana,Tirani Islam: genealogi masyarakat dan Negara,Buku Teks,4/14/2022,4/21/2022,Sudah Kembali
pascasarjana,Pengelolaan pendidikan dari teori menuju implementasi,Buku Teks,4/14/2022,4/21/2022,Sudah Kembali
pascasarjana,Kepemimpinan kepala sekolah,Buku Teks,4/14/2022,4/21/2022,Sudah Kembali
pascasarjana,Manajemen administrasi & organisasi pendidikan,Buku Teks,4/14/2022,4/21/2022,Sudah Kembali
pascasarjana,Pendidkan multikultural konsep dan aplikasi,Buku Teks,4/14/2022,4/21/2022,Sudah Kembali
pascasarjana,Administrasi dan Supervisi Pendidikan,Buku Teks,4/14/2022,4/21/2022,Sudah Kembali
pascasarjana,Aneka pendekatan studi agama,Buku Teks,4/13/2022,4/20/2022,Sudah Kembali
pascasarjana,Ulumul Quran (edisi Revisi),Buku Teks,4/13/2022,4/20/2022,Sudah Kembali
pascasarjana,Rumi: Manatap Sang Kekasih--Rumi gazing at the beloved: the radical practice of beholding the divine,Buku Teks,4/13/2022,4/20/2022,Sudah Kembali
pascasarjana,Studi ilmu-ilmu Quran,Buku Teks,4/13/2022,4/20/2022,Sudah Kembali
pascasarjana,Membahas ilmu-ilmu al-quran,Buku Teks,4/13/2022,4/20/2022,Sudah Kembali
pascasarjana,ulumul Quran,Buku Teks,4/13/2022,4/20/2022,Sudah Kembali
pascasarjana,Samudra ilmu-ilmu al-Quran: ringkasan kitab al-Itqan fi ulum al-Quran,Buku Teks,4/13/2022,4/20/2022,Sudah Kembali
pascasarjana,Islam dalam perspektif sosio kultural,Buku Teks,4/13/2022,4/20/2022,Sudah Kembali
pascasarjana,Sejarah Peradaban Islam,Buku Teks,4/13/2022,4/20/2022,Sudah Kembali
pascasarjana,"Ilmu Kalam, Filsafat dan Tasawuf: Dirasat Islamiyah IV",Buku Teks,4/13/2022,4/20/2022,Sudah Kembali
pascasarjana,Mukhtashar Tafsir Ibn Katsir,Buku Teks,4/13/2022,4/20/2022,Sudah Kembali
,Metode & alternatif neomodernisme Islam,Buku Teks,4/12/2022,4/19/2022,Sudah Kembali
,Rekonstruksi Pemikiran Nurcholis Madjid,Buku Teks,4/12/2022,4/19/2022,Sudah Kembali
,Islam and modernity: transformation of an Intellectual tradition,Buku Teks,4/12/2022,4/19/2022,Sudah Kembali
,Membuka Pintu Ijtihad,Buku Teks,4/12/2022,4/19/2022,Sudah Kembali
,Pembaharuan dalam Islam: sejarah pemikiran dan gerakan,Buku Teks,4/12/2022,4/19/2022,Sudah Kembali
,Metode Riset Kuantitatif: Teori dan Aplikasi pada Penelitian Bidang Manajemen dan Ekonomi Islam,Buku Teks,4/12/2022,4/19/2022,Sudah Kembali
,Metode penelitian kombinasi: mixed methods,Buku Teks,4/12/2022,4/19/2022,Sudah Kembali
,Case study research and applications design and methods,Buku Teks,4/12/2022,4/19/2022,Sudah Kembali
,Metode penelitian kombinasi: mixed methods,Buku Teks,4/12/2022,4/19/2022,Sudah Kembali
,Metode Penelitian Hukum,Buku Teks,4/12/2022,4/19/2022,Sudah Kembali
pascasarjana,Keragaman Iman : Studi Komperatif Masyarakat Muslim,Buku Teks,4/12/2022,5/12/2022,Belum Kembali
pascasarjana,Masyarakat muslim makasar: studi pola-pola integrasi sosial antara muslim pagama dengan muslim sossorang,Buku Teks,4/12/2022,5/12/2022,Belum Kembali
pascasarjana,Pendidikan Islam dan Moralitas Sosial: upaya preventif-kuratif dekadensi moral dan kehampaan spiritual manusia modernis,Buku Teks,4/12/2022,5/12/2022,Belum Kembali
pascasarjana,Ide-ide brilian 50 pakar pendidikan kontemporer paling berpengaruh di dunia pendidikan modern,Buku Teks,4/12/2022,5/12/2022,Belum Kembali
pascasarjana,"Asal usul manusia menu rut Bibel, al-Quran, sains",Buku Teks,4/12/2022,5/12/2022,Belum Kembali
pascasarjana,Multikulturalisme: Tantangan - Tantangan Global Masa Depan Dalam Transformasi Pendidikan Nasional,Buku Teks,4/12/2022,5/12/2022,Belum Kembali
pascasarjana,Pluralitas Dalam Masyarakat Islam,Buku Teks,4/12/2022,5/12/2022,Belum Kembali
pascasarjana,Reorientasi Pendidikan Islam,Buku Teks,4/12/2022,5/12/2022,Belum Kembali
pascasarjana,Pembaharuan Pemikiran Modern Dalam Islam,Buku Teks,4/12/2022,5/12/2022,Belum Kembali
pascasarjana,Filsafat Manusia Menurut Confucius dan AL-Ghazali,Buku Teks,4/12/2022,5/12/2022,Belum Kembali
pascasarjana,Asbabul wurud; latar belakang historis timbulnya hadits-hadits rasul,Buku Teks,4/12/2022,4/19/2022,Sudah Kembali
pascasarjana,Melacak hadis nabi SAW: cara cepat mencari hadis dari manual hingga digital,Buku Teks,4/12/2022,4/19/2022,Sudah Kembali
pascasarjana,"Islam in a globalized world : the challenges of human rights, law, and interfaith harmony",Buku Teks,4/12/2022,4/19/2022,Sudah Kembali
pascasarjana,Paradigma Baru Memahami Hadis Nabi: Refleksi Pemikiran Pembaruan Muhammad Syuhudi Ismail,Buku Teks,4/12/2022,4/19/2022,Sudah Kembali
pascasarjana,Lamahat Mujizah fi Manhaj Muhadis,Buku Teks,4/12/2022,4/19/2022,Sudah Kembali
pascasarjana,Jami aI-tahsil fi ahkam al-Marasil,Buku Teks,4/12/2022,4/19/2022,Sudah Kembali
pascasarjana,Pengantar studi ilmu hadist,Buku Teks,4/12/2022,4/19/2022,Sudah Kembali
pascasarjana,Metodologi Kritik matan Hadis,Buku Teks,4/12/2022,4/19/2022,Sudah Kembali
pascasarjana,Introduction to the hadith,Buku Teks,4/12/2022,4/19/2022,Sudah Kembali
pascasarjana,Moderasi Islam: menangkal radikalisasi berbasis agama,Buku Teks,4/11/2022,4/18/2022,Belum Kembali
pascasarjana,Islam kemodernan dan ke-Indonesiaan,Buku Teks,4/11/2022,4/18/2022,Belum Kembali
,Panduan Integrasi Nilai Multikultur Dalam Pendidikan Agama Islam Pada SMA dan SMK,Buku Teks,4/11/2022,4/18/2022,Sudah Kembali
,Memelihara Kerukunan melalui pendidikan multikultura,Buku Teks,4/11/2022,4/18/2022,Sudah Kembali
,Pendidikan Agama Lintas Iman,Disertasi,4/11/2022,4/18/2022,Sudah Kembali
,"Pendidikan multikultural pada budaya sekolah: studi kasus pada pendidikan menengah di Pangkalpinang, Bangka",Disertasi,4/11/2022,4/18/2022,Sudah Kembali
,Paradigma pendidikan demokratis: sebuah model pelibatan masyarakat dalam penyelenggaraan pendidikan,Buku Teks,4/11/2022,4/18/2022,Sudah Kembali
pascasarjana,Pemikiran Pendidikan Islam & Barat,Buku Teks,4/11/2022,4/18/2022,Sudah Kembali
pascasarjana,"Ilmu pendidikan Islam dengan pendekatan multidisipliner: normatif perenialis, sejarah, filsafat, psikologi, sosiologi, manajemen, teknologi, informasi, kebudayaan, politik, hukum",Buku Teks,4/11/2022,4/18/2022,Sudah Kembali
pascasarjana,Perang Terminologi : Islam versus Barat,Buku Teks,4/11/2022,4/18/2022,Sudah Kembali
pascasarjana,Ar-Rahman: firman suci Allah penyayang,Buku Teks,4/11/2022,4/18/2022,Sudah Kembali
pascasarjana,Manhaj al-Mufassir : al-Qism al-Awal al-tafsir Fi Asr al-Sahabah,Buku Teks,4/11/2022,4/18/2022,Sudah Kembali
pascasarjana,Abrigdment of the sirat Ibn Hisham,Buku Teks,4/11/2022,4/18/2022,Sudah Kembali
,Ideologi pendidikan: studi penguatan pancasila pasca orde baru melalui pendidikan agama Islam di sekolah,Disertasi,4/11/2022,4/18/2022,Sudah Kembali
pascasarjana,Sunnah-Syiah bergandengan tangan! Mungkinkah?: kajian atas konsep ajaran dan pemikiran,Buku Teks,4/8/2022,4/15/2022,Sudah Kembali
pascasarjana,sunnah syiah Bergandengantangan ! Mungkinkah?,Buku Teks,4/8/2022,4/15/2022,Sudah Kembali
pascasarjana,A History of Shii Islam,Buku Teks,4/8/2022,4/15/2022,Sudah Kembali
pascasarjana,Kaidah-Kaidah Penafsiran Pedoman Bagi Pengkaji al-qur'an,Buku Teks,4/8/2022,4/15/2022,Sudah Kembali
pascasarjana,Interpreting the Quran: towards a contemporary approach,Buku Teks,4/8/2022,4/15/2022,Sudah Kembali
pascasarjana,Rasionalitas tafsir Muhammad Abduh : kajian masalah akidah dan ibadat,Buku Teks,4/8/2022,4/15/2022,Sudah Kembali
pascasarjana,"Kaidah Tafsir: syarat, ketenttuan, dan aturan yang patut anda ketahui dalam memahami ayat-ayat al-Quran",Buku Teks,4/8/2022,4/15/2022,Sudah Kembali
pascasarjana,70 Kaidah Penafsiran al-Quran,Buku Teks,4/8/2022,4/8/2022,Sudah Kembali
