Username,Judul,Tipe Koleksi,Tanggal Dipinjam,Harus Kembali,Status Pengembalian
,Penyelesaian hukum keluarga di Pengadilan Agama Provinsi Jambi: analisis putusan tentang faktor penyebab tingginya tingkat perceraian,Disertasi,3/9/2021,3/16/2021,Sudah Kembali
,Putusan badan peradilan di Indonesia dalam sengketa perlindungan anak kajian dalam perspektif maqasid al-shari'ah dan hak asasi manusia,Disertasi,3/9/2021,3/16/2021,Sudah Kembali
pascasarjana,Dari Jihad Menuju Ijtihad,Buku Teks,3/9/2021,3/16/2021,Sudah Kembali
pascasarjana,Partai Keadilan Sejahtera : wajah baru Islam politik Indonesia,Buku Teks,3/9/2021,3/16/2021,Sudah Kembali
pascasarjana,"Partai, kebijakan dan demokrasi",Buku Teks,3/9/2021,3/16/2021,Sudah Kembali
,Globalization & Islamism,Buku Teks,3/8/2021,3/15/2021,Sudah Kembali
pascasarjana,al-Quran Dalam Arus Globalisasi Dan Modernitas: Mencari alternatif Pemikiran Di Tengah Absurditas Modernisme,Buku Teks,3/8/2021,3/15/2021,Sudah Kembali
pascasarjana,Ekologi Berwawasan Gender dalam Perspektif Al-Quran,Buku Teks,3/8/2021,3/15/2021,Sudah Kembali
pascasarjana,Teologi Kaum Tertindas,Buku Teks,3/8/2021,3/15/2021,Sudah Kembali
pascasarjana,Tema-tema Pokok al-Quran,Buku Teks,3/8/2021,3/15/2021,Sudah Kembali
21191200000032,Tafsir Pendidikan Studi ayat-ayat Berdimensi Pendidikan,Buku Teks,3/8/2021,3/15/2021,Sudah Kembali
21191200000032,Psikologi Pendidikan Islam,Buku Teks,3/8/2021,3/15/2021,Sudah Kembali
21191200000032,Tafsir Tarbawi: kajian ayat-ayat Al-Qur'an dengan tafsir pendidikan,Buku Teks,3/8/2021,3/15/2021,Sudah Kembali
,Meyegarkan kembali pemikiran Islam,Buku Teks,3/8/2021,3/15/2021,Sudah Kembali
,Kasyyaf al Qina',Buku Teks,3/5/2021,3/12/2021,Sudah Kembali
,al-Kafiy fi Fiqh Ahl al-Madinah al-Malikiy,Buku Teks,3/5/2021,3/12/2021,Sudah Kembali
,"Ghayat al-Maram, sharh Mughni dhawi al-afham",Buku Teks,3/5/2021,3/12/2021,Sudah Kembali
,Aziz sharh al-Wajiz = Sharh al-Kabir (al),Buku Teks,3/5/2021,3/12/2021,Sudah Kembali
,"al Bahr al Raiq, sharh Kanz al Daqaiq",Buku Teks,3/5/2021,3/12/2021,Sudah Kembali
,Bidayatul Mujtahid,Buku Teks,3/5/2021,3/12/2021,Sudah Kembali
pascasarjana,Pemberdayaan Perempuan Dari Masa Ke Masa,Buku Teks,3/4/2021,3/11/2021,Sudah Kembali
,Al-Istidhkar: Al-Jami' Limadhahib Fuqaha' Al-Amsar wa 'Ulama' Al-Aqthar Fiima Tadammanahu Al-Muwatta' min Ma'ani Al-Ra'y wa Al-Athar wa Sharh dhalika kullih bi-l-ijaz wa Al-Ikhtisar Jil.7,Buku Teks,3/4/2021,3/11/2021,Sudah Kembali
,Rawdat al-Talibin wa umdat al-matin,Buku Teks,3/4/2021,3/11/2021,Sudah Kembali
,AI-Majmu Sharh al-Muhadhdhab Muhyiddin Ibn Sharaf,Buku Teks,3/4/2021,3/11/2021,Sudah Kembali
,Mukhtasar Kitab al-Um Li-Syafii,Buku Teks,3/4/2021,3/11/2021,Sudah Kembali
,Muhalla Bil Asar,Buku Teks,3/4/2021,3/11/2021,Sudah Kembali
,,Buku Teks,3/4/2021,3/11/2021,Sudah Kembali
,Hak Hadanah Pada Ayah: Analisis Yurisprudensi Mahkamah Agung,Tesis,3/4/2021,3/11/2021,Sudah Kembali
pascasarjana,Dinamika tafsir ijtima'i Sayyid Qutub,Disertasi,3/4/2021,3/11/2021,Sudah Kembali
pascasarjana,"Memahami Tafsir Sufi Sejarah, Sumber dan Metode (Studi Terhadap Tafsir al-Sulami dan al-Qushayri)",Disertasi,3/4/2021,3/11/2021,Sudah Kembali
pascasarjana,Hermeneutika al-quran : mazhab yoga,Buku Teks,3/4/2021,3/11/2021,Sudah Kembali
pascasarjana,Mazhab tafsir: dari aliran klasik hingga modern,Buku Teks,3/4/2021,3/11/2021,Sudah Kembali
pascasarjana,Meretas kesarjanaan kritis al-Quran: teori hermeneutika Nasr Abu Zayd,Buku Teks,3/4/2021,3/11/2021,Sudah Kembali
pascasarjana,Epistimologi Pendidikan Islam dari Metode Rasional hingga Metode Kritik,Buku Teks,3/3/2021,3/10/2021,Sudah Kembali
pascasarjana,"Arah baru pengembangan pendidikan islam; pemberdayaan, pengembangan kurikulum, hingga redifinisi islamisasi pengetahuan",Buku Teks,3/3/2021,3/10/2021,Sudah Kembali
pascasarjana,Menerabas krisis pendidikan dunia Islam,Buku Teks,3/3/2021,3/10/2021,Sudah Kembali
pascasarjana,Ilmu pendidikan islam,Buku Teks,3/3/2021,3/10/2021,Sudah Kembali
pascasarjana,Ilmu Pendidikan Islam,Buku Teks,3/3/2021,3/10/2021,Sudah Kembali
,Maqasid al-Quran Dalam Pemikiran Yusuf al-Qardawi,Disertasi,3/3/2021,3/10/2021,Sudah Kembali
pascasarjana,Akselerasi Pembelajaran Tahfiz Pada Lembaga Pendidikan Alquran: Studi Di Pondok Pesantren Wadi Mubarak Bogor,Disertasi,3/3/2021,3/10/2021,Sudah Kembali
pascasarjana,"Al-Qur an bukan kitab sejarah : seni, sastra dan moralis dalam kisah-kisah Al - Qur an",Buku Teks,3/3/2021,3/10/2021,Sudah Kembali
pascasarjana,Sejarah al-Quran,Buku Teks,3/3/2021,3/10/2021,Sudah Kembali
pascasarjana,Sejarah Penulisan Mushaf al-Quran Standar Indonesia,Buku Teks,3/3/2021,3/10/2021,Sudah Kembali
pascasarjana,Para Penjaga al-Quran,Buku Teks,3/3/2021,3/10/2021,Sudah Kembali
,"Monoteisme dan humanisme dalam filsafat Islam, Katolik dan Kristen",Tesis,3/3/2021,3/10/2021,Sudah Kembali
,Gagasan multikulturalisme dalam konteks kelompok keagamaan: perspektif William A. Galston dan Yusuf Al-Qardawi,Tesis,3/3/2021,3/10/2021,Sudah Kembali
,Teori Keadilan : Dasar-dasar Filsafat Politik untuk Mewujudkan Kesejahteraan Siosial dalam Negara,Buku Teks,3/3/2021,3/10/2021,Sudah Kembali
,Implementasi budaya toleransi dalam pendidikan agama,Disertasi,3/3/2021,3/10/2021,Sudah Kembali
,Pendidikan Toleransi Beragama (Kajian atas Pembelajaran Agama Di Binus School Jakarta),Disertasi,3/3/2021,3/10/2021,Sudah Kembali
,Gerakan Moderen Islam di Indonesia 1900-1942,Buku Teks,3/3/2021,3/10/2021,Sudah Kembali
,"Nalar Islam Nusantara: Studi Islam Ala Muhammadiyah, Al-Irsyad, Persis dan NU",Buku Teks,3/3/2021,3/10/2021,Sudah Kembali
,Perangkat-perangkat tarbiyah ikhwanul muslimin,Buku Teks,3/3/2021,3/10/2021,Sudah Kembali
,HTI dan PKS Menuai Kritik: Perilaku Gerakan Islam Politik Indonesia,Buku Teks,3/3/2021,3/10/2021,Sudah Kembali
,Terorisme dan jihad dalam perspektif hukum Islam,Disertasi,3/3/2021,3/10/2021,Sudah Kembali
,Islam dan Pemerintahan ( Studi Pemikiran Muhammad Rasyid Ridha tentang Khilafah dan Syura'),Disertasi,3/3/2021,3/10/2021,Sudah Kembali
,Ikhwanul Muslimin di Mesir : telaah atas gerakan keagamaan pra rtevolusi di Mesir,Disertasi,3/3/2021,3/10/2021,Sudah Kembali
,Nuansa-nuansa psikologi islam,Buku Teks,3/2/2021,3/9/2021,Sudah Kembali
21191200000011,Metode A'isyah dalam kritik hadis,Disertasi,3/2/2021,3/9/2021,Sudah Kembali
,Active Learning : 101 Strategi Pembelajaran Aktif,Buku Teks,3/2/2021,3/9/2021,Sudah Kembali
,"Pertimbangan hakim dalam penyelesaian sengketa akad pembiayaan syariah di Indonesia, Malaysia, dan Inggris",Disertasi,3/1/2021,3/8/2021,Sudah Kembali
,Penyederhanaan Mata Uang Dalam Axioma Ekonomi Islam,Disertasi,3/1/2021,3/8/2021,Sudah Kembali
pascasarjana,research Methods in Educatio,Buku Teks,3/1/2021,3/8/2021,Sudah Kembali
pascasarjana,Pengembangan profesionalisme guru; 70 tahun abdul malik fadjar,Buku Teks,3/1/2021,3/8/2021,Sudah Kembali
,Kloning Terapeutik dan penggunaan Sel Punca Dalam Terapi : Perspektif Hukum Islam,Disertasi,3/1/2021,3/8/2021,Sudah Kembali
,Qur'anic soteriology: doktrin teologis tentang keselamatan dan nasib pemeluk agama lain dalam perspektif al-Qur?an,Disertasi,3/1/2021,3/8/2021,Sudah Kembali
pascasarjana,Dari Jihad Menuju Ijtihad,Buku Teks,3/1/2021,3/8/2021,Sudah Kembali
pascasarjana,Perselingkuhan Kiyai dan Kekuasaan,Buku Teks,3/1/2021,3/8/2021,Sudah Kembali
pascasarjana,Partai Keadilan Sejahtera : wajah baru Islam politik Indonesia,Buku Teks,3/1/2021,3/8/2021,Sudah Kembali
pascasarjana,"Partai, kebijakan dan demokrasi",Buku Teks,3/1/2021,3/8/2021,Sudah Kembali
,"Children, Adults, and Shared Responsibilities: Jewish, Christian and Muslim Perspectives",Buku Teks,3/1/2021,3/8/2021,Sudah Kembali
,Fiqh al-Islam wa adilatuhu,Buku Teks,4/30/2021,5/7/2021,Sudah Kembali
,Sensitivitas gender hakim kasasi dalam pertimbangan hukum Analisis Putusan Kasasi Tahun 2015,Tesis,4/30/2021,5/7/2021,Sudah Kembali
,Fiqh Munakahat,Buku Teks,4/30/2021,5/7/2021,Sudah Kembali
,Peradilan Islam dalam tatanan masyarakat Indonesia,Buku Teks,4/30/2021,5/7/2021,Sudah Kembali
,"Perlembagaan Hukum Islam Di Indonesia: akar sejarah, hambatan dan prospeknya",Buku Teks,4/30/2021,5/7/2021,Sudah Kembali
,Hukum Keluarga Di Dunia Islam Modern: Studi Perbandingan dan Kebijakan UU Modern dari Kitab-kitab Fikih,Buku Teks,4/30/2021,5/7/2021,Sudah Kembali
,Pajak dan zakatsebagai sumber keuangan daertah (regional public finance),Disertasi,4/30/2021,5/7/2021,Sudah Kembali
,Hukum keluarga Islam di dunia Islam,Buku Teks,4/28/2021,5/5/2021,Sudah Kembali
,"Media, Spiritualities and Social Change",Buku Teks,4/28/2021,5/5/2021,Sudah Kembali
,Spiritual Intelligance: membangkitkan kekuatan spiritual dan intuisi anda,Buku Teks,4/28/2021,5/5/2021,Sudah Kembali
,Heart steps: prayers and declarations for a creative life,Buku Teks,4/28/2021,5/5/2021,Sudah Kembali
,"Thinking, fast and slow",Buku Teks,4/28/2021,5/5/2021,Sudah Kembali
,Sex & Gender : an Introduction,Buku Teks,4/28/2021,5/5/2021,Sudah Kembali
,Perempuan hitam putih : pertarungan kodrat hidup vis a vis tafsir kebahagiaan,Buku Teks,4/28/2021,5/5/2021,Sudah Kembali
,Sifat-sifat Allah dalam perspektif ahlussunnah dan mu'tazilah,Disertasi,4/28/2021,5/5/2021,Sudah Kembali
,Konotasi nahwu aiurrumiyyah signifikansinya terhadap teori sastra Arab dan tradisi ekspresif para sufi,Disertasi,4/28/2021,5/5/2021,Sudah Kembali
,The Media Students Book,Buku Teks,4/28/2021,5/5/2021,Sudah Kembali
,Nuansa-nuansa komunikasi: meneropong politik dan budaya komunikasi masyarakat kontemporer,Buku Teks,4/28/2021,5/5/2021,Sudah Kembali
,Komunikasi massa,Buku Teks,4/28/2021,5/5/2021,Sudah Kembali
pascasarjana,Akulturasi Nilai - Nilai Persaudaraan Islam Model Dayah Aceh,Buku Teks,4/28/2021,5/5/2021,Sudah Kembali
pascasarjana,Kelengkapan tarikh Nabi Muhammad SAW,Buku Teks,4/27/2021,5/4/2021,Sudah Kembali
pascasarjana,Sirah Nabi : Buku Sejarah Muhammad SAW,Buku Teks,4/27/2021,5/4/2021,Sudah Kembali
pascasarjana,Problematika Fikih Kontemporer,Buku Teks,4/27/2021,5/4/2021,Sudah Kembali
pascasarjana,Perkawinan dalam hukum Islam dan Undang-Undang: perspektif fiqh munakahat dan UU No. 1/1974 tentang poligami dan problematikanya,Buku Teks,4/27/2021,5/4/2021,Sudah Kembali
pascasarjana,"Women, Family, and Gender in Islamic Law",Buku Teks,4/27/2021,5/4/2021,Sudah Kembali
pascasarjana,The family structure in Islam,Buku Teks,4/27/2021,5/4/2021,Sudah Kembali
pascasarjana,Urgensi Maslahat Mursalah Dalam Dialektika Pemikiran Hukum Islam,Buku Teks,4/27/2021,5/4/2021,Sudah Kembali
,Sejarah Dunia Yang Disembunyikan,Buku Teks,4/27/2021,5/4/2021,Sudah Kembali
,"Pemikiran Politik Islam Sjafruddin Prawiranegara (1911-1989) Good Governance, Civil Society dan Islam Transformatif",Disertasi,4/27/2021,5/4/2021,Sudah Kembali
,Terorisme dan jihad dalam perspektif hukum Islam,Disertasi,4/27/2021,5/4/2021,Sudah Kembali
pascasarjana,Penyederhanaan Mata Uang Dalam Axioma Ekonomi Islam,Disertasi,4/27/2021,5/4/2021,Sudah Kembali
pascasarjana,Paradigma pendidikan tinggi Islam dan relevansinya dengan pasar kerja di era global: sebuah studi terhadap kasus lulusan Fakultas Tarbiyah UIN Syarif Hidayatullah Jakarta di sekolah unggulan,Disertasi,4/27/2021,5/4/2021,Sudah Kembali
,Diskursus Pribumisasi Islam dalam dakwah kultural Abdurrahman Wahid : perspektif tindakan kominikatif Jurgen Habermas,Disertasi,4/27/2021,5/4/2021,Sudah Kembali
,Elektisisme Mohammed Arkoun dalam Konteks Pembacaan Al-Quran Kontemporer,Disertasi,4/27/2021,5/4/2021,Sudah Kembali
,Pemikiran Politik Islam. Studi pemikiran Abdullahi Ahmed an-Na'im tentang relasi Islam dan negara,Disertasi,4/26/2021,5/3/2021,Sudah Kembali
pascasarjana,Sosiologi Agama,Buku Teks,4/26/2021,5/3/2021,Sudah Kembali
pascasarjana,Critical Issues in Qualitative Research Methods,Buku Teks,4/26/2021,5/3/2021,Sudah Kembali
pascasarjana,Qualitative Research: A Guide to Design and Implementation,Buku Teks,4/26/2021,5/3/2021,Sudah Kembali
pascasarjana,Teori kritik sastra arab; klasik dan modern,Buku Teks,4/26/2021,5/3/2021,Sudah Kembali
pascasarjana,"Runtuhnya universalitas sosiologi barat: bongkar wacana atas: Islam vis a vis barat, Orientalisme, Postmodernisme, dan globalisme [terjemahan ?]",Buku Teks,4/26/2021,5/3/2021,Sudah Kembali
,Renaisans Islam Asia Tenggara : sejarah wacana dan kekuasaan,Buku Teks,4/23/2021,4/30/2021,Sudah Kembali
,A Short History of South-East Asia,Buku Teks,4/23/2021,4/30/2021,Sudah Kembali
,Kampus pembaharu menuju Universitas riset,Buku Teks,4/23/2021,4/30/2021,Sudah Kembali
,Prophetic Education Kontekstualisasi Filsafat dan Budaya Profetik dalam Pendidikan,Buku Teks,4/23/2021,4/30/2021,Sudah Kembali
,Proses perubahan IAIN menjadi UIN Syarif Hidayatullah Jakarta : rekaman media massa,Buku Teks,4/23/2021,4/30/2021,Sudah Kembali
,Paradigma baru pendidikan Islam: rekaman implementasi IAIN Indonesian Social Equity Project (IISEP) 2002-2007,Buku Teks,4/23/2021,4/30/2021,Sudah Kembali
,Pengantar kajian gender,Buku Teks,4/23/2021,4/30/2021,Sudah Kembali
,Komunikasi Politik : khalayak dan efek,Buku Teks,4/23/2021,4/30/2021,Sudah Kembali
,Teori Komunikasi,Buku Teks,4/23/2021,4/30/2021,Sudah Kembali
pascasarjana,Umdatul Ahkam: Kumpulan Hadis Hukum Yang Shahih,Buku Teks,4/23/2021,4/30/2021,Sudah Kembali
pascasarjana,Perempuan tertindas? Kajian hadis misoginis,Buku Teks,4/23/2021,4/30/2021,Sudah Kembali
pascasarjana,Etos studi kaum santri ; wajah baru pendidikan islam,Buku Teks,4/23/2021,4/30/2021,Belum Kembali
,Etika Hakim Dalam Penyelenggaraan Peradilan: Suatu Kajian Dalam Sistem Peradilan Islam,Buku Teks,4/23/2021,4/30/2021,Sudah Kembali
,Perkawinan Beda Agama :dalam syariat islam,Buku Teks,4/23/2021,4/30/2021,Sudah Kembali
,Perlindungan anak dalam agama Islam,Buku Teks,4/23/2021,4/30/2021,Sudah Kembali
,Hak Hadanah Pada Ayah: Analisis Yurisprudensi Mahkamah Agung,Tesis,4/23/2021,4/30/2021,Sudah Kembali
,Aneka masalah hukum perdata islam di indonesia,Buku Teks,4/23/2021,4/30/2021,Sudah Kembali
,Pencatatan Pernikahan: Dalam Perspektif Undang-Undang dan Hukum Islam,Buku Teks,4/23/2021,4/30/2021,Sudah Kembali
,"Epistemologi Inkar Sunnah: studi kritis pemikiran Rashad Khalifa, Edip Yuksel, dan Sam Gerrans",Tesis,4/23/2021,4/30/2021,Sudah Kembali
,Pajak dan zakatsebagai sumber keuangan daertah (regional public finance),Disertasi,4/23/2021,4/30/2021,Sudah Kembali
pascasarjana,Fiqh perempuan dalam perspektif Yusuf al-Qardawi,Tesis,4/23/2021,4/30/2021,Sudah Kembali
pascasarjana,Metode penelitian kombinasi: mixed methods,Buku Teks,4/23/2021,4/30/2021,Sudah Kembali
pascasarjana,Critical issues in qualitative research methods,Buku Teks,4/23/2021,4/30/2021,Sudah Kembali
pascasarjana,"Metodologi Penelitian Kualitatif: Pendekatan Positivistik, Rsaionalistik, Phenomenologik, dan Realisme Metaphisik Telaah Studi Teks dan Penelitian Agama",Buku Teks,4/23/2021,4/30/2021,Sudah Kembali
pascasarjana,Analisis Wacana Teori dan Metode,Buku Teks,4/23/2021,4/30/2021,Sudah Kembali
,"Muslim Reform in Southeast Asia : Perspectives from Malaysia, Indonesia and Singapore",Buku Teks,4/23/2021,4/30/2021,Sudah Kembali
,Islam di Muangthai : nasionalisme Melayu masyarakat Patani,Buku Teks,4/23/2021,4/30/2021,Sudah Kembali
,Islam in Southeast Asia,Buku Teks,4/23/2021,4/30/2021,Sudah Kembali
,Islam dan Dinamika Sosial Politik di Indonesia,Buku Teks,4/23/2021,4/30/2021,Sudah Kembali
,Islam in Southeast Asia,Buku Teks,4/22/2021,4/29/2021,Sudah Kembali
,"Muslim Reform in Southeast Asia : Perspectives from Malaysia, Indonesia and Singapore",Buku Teks,4/22/2021,4/29/2021,Sudah Kembali
,Islam di Muangthai : nasionalisme Melayu masyarakat Patani,Buku Teks,4/22/2021,4/29/2021,Sudah Kembali
,Rekonstruksi pemahaman jender dalam Islam: agenda sosio kultural dan polutik peran perem,Buku Teks,4/22/2021,4/29/2021,Sudah Kembali
,Kodrat perempuan dalam Islam,Buku Teks,4/22/2021,4/29/2021,Sudah Kembali
,Membela perempuan : menakar feminisme dengan nalar agama,Buku Teks,4/22/2021,4/29/2021,Sudah Kembali
,"Reinterpretasi gender: wanita dalam al-quran, hadis, dan tafsir",Buku Teks,4/22/2021,4/29/2021,Sudah Kembali
,Islam dan inspirasi kesetaraan gender,Buku Teks,4/22/2021,4/29/2021,Sudah Kembali
,Indahnya Islam : Menyuarakan Kesetaraan dan Keadilan Gender,Buku Teks,4/22/2021,4/29/2021,Sudah Kembali
21191200000057,Toleransi Beragama Berbasis Budaya Lokal,Disertasi,4/22/2021,4/29/2021,Sudah Kembali
21191200000057,Pendidikan Toleransi Beragama (Kajian atas Pembelajaran Agama Di Binus School Jakarta),Disertasi,4/22/2021,4/29/2021,Sudah Kembali
pascasarjana,Pola Pikir Abu Hanifah Dalam Menetapkan Istihsan Sebagai Dalil Hukum,Tesis,4/22/2021,4/29/2021,Sudah Kembali
pascasarjana,Kritik terhadap Istihsan : studi perbandi- ngan atas pandangan Imam Syafi'i dan Ibn Hazm,Tesis,4/22/2021,4/29/2021,Sudah Kembali
,Huquq al-Insan dirasah muqaranah fi al-nazariyah wa al-tatbiq,Buku Teks,4/22/2021,4/29/2021,Sudah Kembali
31181200000014,Ustaz populer di indonesia: kajian tentang brand di media sosial,Disertasi,4/22/2021,4/29/2021,Sudah Kembali
pascasarjana,Kelengkapan tarikh Nabi Muhammad,Buku Teks,4/22/2021,4/29/2021,Sudah Kembali
pascasarjana,Tafsir Al-Quran Tematik : Al-quran Dan Kebinekaan,Buku Teks,4/21/2021,4/28/2021,Sudah Kembali
pascasarjana,"Fatwa Hubungan Antaragama di Indonesia Kajian Kritis Tentang Karkateristik, Praktik, dan Implikasinya",Buku Teks,4/21/2021,4/28/2021,Sudah Kembali
pascasarjana,Wasathiyyah: wawasan Islam tentang moderasi beragama,Buku Teks,4/21/2021,4/28/2021,Sudah Kembali
pascasarjana,Daulah islamiyah dalam al-quran dan sunnah,Buku Teks,4/21/2021,4/28/2021,Sudah Kembali
,Reposisi hubungan Agama dan Negara : merajut kerukunan antarumat,Buku Teks,4/21/2021,4/28/2021,Sudah Kembali
21191200000057,"Syahr al-muwasat: kesabaran, ampunan, amal, dan solidaritas",Buku Teks,4/20/2021,4/27/2021,Sudah Kembali
,Efektifitas Pembelajaran Bahasa Arab Di Madrasah Tsanawiyah al-Hidayah : Studi Pendekatan Komunikatif,Tesis,4/20/2021,4/27/2021,Sudah Kembali
,Pembaharuan Hukum Islam Menurut Jamal Albanna,Disertasi,4/20/2021,4/27/2021,Sudah Kembali
,Periwayat syi'ah dalam kitab sahih al-bukhari dan sahih muslim,Disertasi,4/20/2021,4/27/2021,Sudah Kembali
,Penerapan Prinsip-Prinsip Jual Beli Online dalam Islam :studi kasus pada situs E-Commerce Islam di Indonesia,Tesis,4/20/2021,4/27/2021,Sudah Kembali
,Paradigma pengembangan keilmuan islam; perspektif uin malang,Buku Teks,4/20/2021,4/27/2021,Sudah Kembali
,"Hierarki ilmu; membangun rangka-pikir Islamisasi ilmu manurut al-Farabi, al-Ghazali Quthb aI-Din al-Svirazi",Buku Teks,4/20/2021,4/27/2021,Sudah Kembali
,Pengembangan ilmu-ilmu keislaman,Buku Teks,4/20/2021,4/27/2021,Sudah Kembali
,The Integration of Science and Religion in Search of a Paradigm,Buku Teks,4/20/2021,4/27/2021,Sudah Kembali
,Islamisasi ilmu-ilmu sosial,Buku Teks,4/20/2021,4/27/2021,Sudah Kembali
,Politik Islam,Buku Teks,4/19/2021,4/26/2021,Sudah Kembali
,Islam dalam perspektif sosio kultural,Buku Teks,4/19/2021,4/26/2021,Sudah Kembali
,Konsep takdir dalam al-Qur'an,Disertasi,4/16/2021,4/23/2021,Sudah Kembali
,Penafsiran ayat-ayat jender menurut Muhammad Quraish Shihab dalam tafsir al-Misbah,Disertasi,4/16/2021,4/23/2021,Sudah Kembali
,Putusan Mahkamah Konstitusi (MK) Terhadap Anak Hasil Nikah Sirri (Analisis Putusan Mahkamah Konstitusi N.46/PUU VIII/2010),Tesis,4/16/2021,4/23/2021,Sudah Kembali
,Aneka masalah hukum perdata islam di indonesia,Buku Teks,4/16/2021,4/23/2021,Sudah Kembali
,Fiqh al-Islam wa adilatuhu,Buku Teks,4/16/2021,4/23/2021,Sudah Kembali
,Fikih Perempuan Kontemporer,Buku Teks,4/16/2021,4/23/2021,Sudah Kembali
,Fiqih anak: metode Islam dalam mengasuh dan mendidik anak serta hukum-hukum yang berkaitan dengan aktifitas anak,Buku Teks,4/16/2021,4/23/2021,Sudah Kembali
,Pencatatan Pernikahan: Dalam Perspektif Undang-Undang dan Hukum Islam,Buku Teks,4/16/2021,4/23/2021,Sudah Kembali
,Kritik dan konsep pemikiran tasawuf menurut Hamka,Disertasi,4/16/2021,4/23/2021,Sudah Kembali
,Kebebasan beragama dalam perspektif hadis : analitik tematik,Disertasi,4/16/2021,4/23/2021,Sudah Kembali
,Penafsiran Ibn Arabi atas ayat-ayat Tauhid,Disertasi,4/16/2021,4/23/2021,Sudah Kembali
,Perspektif al-Qur'an tentang pluralitas umat beragama,Disertasi,4/16/2021,4/23/2021,Sudah Kembali
,Konotasi nahwu aiurrumiyyah signifikansinya terhadap teori sastra Arab dan tradisi ekspresif para sufi,Disertasi,4/16/2021,4/23/2021,Sudah Kembali
,Sifat-sifat Allah dalam perspektif ahlussunnah dan mu'tazilah,Disertasi,4/16/2021,4/23/2021,Sudah Kembali
,Metode Istinbat hukum Matlha'ul Anwar: studi analisis terhadap fatwa sosial keagamaan tahun 2001-2016,Tesis,4/16/2021,4/23/2021,Sudah Kembali
21191200000057,Metode A'isyah dalam kritik hadis,Disertasi,4/15/2021,4/22/2021,Sudah Kembali
,Masailul fiqhiyah : berbagai kasus yang dihadapi hukum Islam masa kini,Buku Teks,4/15/2021,4/22/2021,Sudah Kembali
,Kajian Islam Aktual,Buku Teks,4/15/2021,4/22/2021,Sudah Kembali
,Adopsi Hukum Islam Dalam Sistem Hukum Nasional,Buku Teks,4/15/2021,4/22/2021,Sudah Kembali
,Analisis Praktek dan Akibat Nikah Sirri di Tajur Bogor Dalam Perspektif Undang-Undang No.1 Tahun 1974 tentang Perkawinan,Tesis,4/15/2021,4/22/2021,Sudah Kembali
,"The 8th Habit : Melampaui Efektifitas, Menggapai Keagungan",Buku Teks,4/15/2021,4/22/2021,Sudah Kembali
pascasarjana,Sirah Nabi : Buku Sejarah Muhammad SAW,Buku Teks,4/15/2021,4/22/2021,Sudah Kembali
pascasarjana,Kelengkapan tarikh Nabi Muhammad,Buku Teks,4/15/2021,4/22/2021,Sudah Kembali
pascasarjana,Muhammad : his life based on the earliest resources,Buku Teks,4/15/2021,4/22/2021,Sudah Kembali
pascasarjana,Muhammad Sang Pembela,Buku Teks,4/15/2021,4/22/2021,Sudah Kembali
pascasarjana,Dinasti Abbasiyah,Buku Teks,4/15/2021,4/22/2021,Sudah Kembali
,Sikap Pengikut Salafi Wahabi Di Indonesia Dalam Masalah Khilafiyah,Disertasi,4/15/2021,4/22/2021,Sudah Kembali
,"Epistemologi Inkar Sunnah: studi kritis pemikiran Rashad Khalifa, Edip Yuksel, dan Sam Gerrans",Tesis,4/15/2021,4/22/2021,Sudah Kembali
pascasarjana,Ekonomi islam di tengah krisis ekonomi global,Buku Teks,4/15/2021,4/22/2021,Sudah Kembali
pascasarjana,Perilaku konsumen dalam pesrpektif imu ekonomi Islam,Buku Teks,4/15/2021,4/22/2021,Sudah Kembali
pascasarjana,Membangun sistem ekonomi alternatif; persepektif islam,Buku Teks,4/15/2021,4/22/2021,Sudah Kembali
pascasarjana,Islamisasi Ekonomi: suatu sketsa evaluasi dan prospek gerakan perekonomian Islam,Buku Teks,4/15/2021,4/22/2021,Sudah Kembali
pascasarjana,Ekonomi Islam : teori dan praktek,Buku Teks,4/15/2021,4/22/2021,Sudah Kembali
pascasarjana,Mengenal sistem ekonomi Islam,Buku Teks,4/15/2021,4/22/2021,Sudah Kembali
,Politics of Islamic identity in Southeast Asia,Buku Teks,4/14/2021,4/21/2021,Sudah Kembali
pascasarjana,Pembaruan hukum Islam dalam mazhab Syafii,Buku Teks,4/13/2021,4/20/2021,Sudah Kembali
,Pengembangan keterampilan membaca teks arab,Buku Teks,4/13/2021,4/20/2021,Sudah Kembali
,Tata bahasa arab sistematis; pendekatan baru mempelajari tata bahasa arab,Buku Teks,4/13/2021,4/20/2021,Sudah Kembali
,Hukum islam ; panormaan prinsip syariah dalam hukum indonesia,Buku Teks,4/13/2021,4/20/2021,Sudah Kembali
,Fiqh Munakahat,Buku Teks,4/13/2021,4/20/2021,Sudah Kembali
,Menghadapi soal-soal perkawinan,Buku Teks,4/13/2021,4/20/2021,Sudah Kembali
,Nalar Tekstual Ahli Hadis di Indonesia,Disertasi,4/13/2021,4/20/2021,Sudah Kembali
,Epistemologi tafsir kontemporer,Buku Teks,4/13/2021,4/20/2021,Sudah Kembali
pascasarjana,Sirat Al- Nabawiyah,Buku Teks,4/12/2021,4/19/2021,Sudah Kembali
pascasarjana,Metode tafsir Maudhui: dan cara penerapannya,Buku Teks,4/12/2021,4/19/2021,Sudah Kembali
